Id	target_prob
376	0.996507583
377	0.882325692
378	0.793381296
379	0.744547059
380	0.926557951
381	0.857571905
382	0.988174722
383	0.975023613
384	0.919388746
385	0.990983423
386	0.8923023
387	0.910780222
388	0.991235455
389	0.946309599
390	0.811772347
391	0.776906774
392	0.861148486
393	0.588021204
394	0.767975804
395	0.899353079
396	0.604828441
397	0.892026057
398	0.984334377
399	0.903075024
400	0.972371118
401	0.798022134
402	0.788091716
403	0.593694959
404	0.994258046
405	0.591126998
406	0.774621137
407	0.979340537
408	0.999141037
409	0.928223624
410	0.998128788
411	0.572837275
412	0.89705
413	0.992941844
414	0.861181065
415	0.999562602
416	0.978037711
417	0.967270376
418	0.908624806
419	0.661657538
420	0.972994824
421	0.650580905
422	0.991625609
423	0.976267197
424	0.563075784
425	0.624878776
426	0.5507947
427	0.960376424
428	0.999496834
429	0.724423142
430	0.805661194
431	0.986925389
432	0.992139545
433	0.827960799
434	0.729821938
435	0.906791968
436	0.800872541
437	0.901896213
438	0.968946483
439	0.983971256
440	0.514997307
441	0.981538884
442	0.982701853
443	0.656205645
444	0.997700569
445	0.517051934
446	0.927636323
447	0.938633679
448	0.797791676
449	0.997725237
450	0.79644329
451	0.903109817
452	0.972737336
453	0.995707463
454	0.979385944
455	0.512400868
456	0.963265405
457	0.940220559
458	0.631021222
459	0.558146673
460	0.665469805
461	0.891412017
462	0.948401349
463	0.878643884
464	0.993734883
465	0.833774857
466	0.987018705
467	0.983794307
468	0.999880134
469	0.952471007
470	0.868317846
471	0.706482963
472	0.959628175
473	0.547811917
474	0.819850057
475	0.906800926
476	0.931255558
477	0.959838544
478	0.916744311
479	0.91457222
480	0.940413325
481	0.830299913
482	0.717597296
483	0.888724728
484	0.727432655
485	0.957420204
486	0.997941584
487	0.526394194
488	0.511975645
489	0.992708145
490	0.700821272
491	0.533927981
492	0.967605473
493	0.615264628
494	0.998013274
495	0.886593374
496	0.655368317
497	0.965640737
498	0.932937738
499	0.988046856
500	0.504977363
501	0.876153446
502	0.998980083
503	0.930812083
504	0.954796522
505	0.996015848
506	0.986919378
507	0.547424821
508	0.975911991
509	0.643749769
510	0.878392358
511	0.822462579
512	0.734671924
513	0.882094152
514	0.838676511
515	0.988959647
516	0.998224152
517	0.653590092
518	0.889811212
519	0.787476785
520	0.974021556
521	0.836152674
522	0.941850497
523	0.943760001
524	0.941156713
525	0.922476899
526	0.970503659
527	0.540347678
528	0.986579088
529	0.930163244
530	0.594535276
531	0.972628527
532	0.806074256
533	0.998821404
534	0.997889549
535	0.500913793
536	0.997418055
537	0.999478484
538	0.652336036
539	0.98748384
540	0.932949697
541	0.990575213
542	0.522838578
543	0.946428089
544	0.815271682
545	0.847019961
546	0.89491428
547	0.5995721
548	0.692141742
549	0.526349032
550	0.999273815
551	0.97136012
552	0.979698028
553	0.731227817
554	0.973229595
555	0.841102051
556	0.79193068
557	0.966166324
558	0.509625935
559	0.999197455
560	0.821826181
561	0.844930099
562	0.983447658
563	0.739960456
564	0.962232174
565	0.794166174
566	0.948234869
567	0.968255117
568	0.974959532
569	0.802039546
570	0.584581878
571	0.946116295
572	0.915393881
573	0.65115347
574	0.999038189
575	0.506641064
576	0.965765583
577	0.633878366
578	0.996261667
579	0.996382972
580	0.825389917
581	0.995654932
582	0.96721066
583	0.99326798
584	0.998519693
585	0.510984725
586	0.999730626
587	0.796613457
588	0.897893137
589	0.776333889
590	0.998385176
591	0.99668281
592	0.99734459
593	0.844457295
594	0.645704598
595	0.588903145
596	0.991552803
597	0.710702863
598	0.926153873
599	0.753410446
600	0.710727931
601	0.987844538
602	0.668731687
603	0.559696371
604	0.617834998
605	0.845047701
606	0.98347948
607	0.99050764
608	0.996765717
609	0.611386819
610	0.924731576
611	0.820252365
612	0.885202019
613	0.682022813
614	0.586239769
615	0.777314278
616	0.870205594
617	0.992912019
618	0.945122524
619	0.52119882
620	0.998016404
621	0.99804118
622	0.517410649
623	0.917744549
624	0.979781467
625	0.850728414
626	0.883730499
627	0.998915296
628	0.522569481
629	0.985688313
630	0.995326954
631	0.909932088
632	0.942587074
633	0.759586519
634	0.63279299
635	0.86067093
636	0.989673654
637	0.939613444
638	0.98671629
639	0.992735291
640	0.502915307
641	0.986722073
642	0.99257987
643	0.995896231
644	0.93543209
645	0.602772276
646	0.957519335
647	0.95713331
648	0.773085699
649	0.97712506
650	0.82787551
651	0.996652506
652	0.665043583
653	0.697790672
654	0.753791999
655	0.997422264
656	0.639234796
657	0.822445976
658	0.875715905
659	0.68006728
660	0.754365007
661	0.982654085
662	0.920076469
663	0.991551543
664	0.555636809
665	0.914483625
666	0.998567008
667	0.963039014
668	0.994130059
669	0.675735781
670	0.547283332
671	0.726671249
672	0.875584027
673	0.857882024
674	0.912383405
675	0.991914666
676	0.786777155
677	0.739159874
678	0.939003736
679	0.99646761
680	0.984376536
681	0.929605999
682	0.861772393
683	0.999809169
684	0.841289829
685	0.876740034
686	0.910651391
687	0.996822064
688	0.784986564
689	0.998399935
690	0.911468952
691	0.849319821
692	0.837814647
693	0.984257827
694	0.930268159
695	0.996605511
696	0.555990044
697	0.998495665
698	0.884037889
699	0.970825649
700	0.808529207
701	0.616636522
702	0.949708367
703	0.814398165
704	0.649215139
705	0.983943945
706	0.956976148
707	0.962166909
708	0.84004064
709	0.80877736
710	0.71510857
711	0.721404018
712	0.996921833
713	0.994018843
714	0.614519966
715	0.639191647
716	0.867498682
717	0.77164743
718	0.985000784
719	0.930535199
720	0.992023865
721	0.60117349
722	0.963906487
723	0.979477203
724	0.977016714
725	0.925307467
726	0.891951171
727	0.994189042
728	0.658457198
729	0.585362118
730	0.81328962
731	0.776505647
732	0.999610221
733	0.998802818
734	0.857659939
735	0.9358575
736	0.933833105
737	0.973507878
738	0.990962327
739	0.996536725
740	0.997660202
741	0.98327184
742	0.985802297
743	0.801303027
744	0.907276024
745	0.998233849
746	0.843261274
747	0.899363624
748	0.993024663
749	0.839452228
750	0.993425913
751	0.986648337
752	0.990164516
753	0.961842479
754	0.527502678
755	0.54760645
756	0.978660137
757	0.756275227
758	0.633429832
759	0.549128569
760	0.655901783
761	0.633721699
762	0.864361954
763	0.881690824
764	0.995876764
765	0.959986902
766	0.520409567
767	0.861973856
768	0.720151951
769	0.724072037
770	0.635102058
771	0.548667524
772	0.997004636
773	0.924148179
774	0.905642592
775	0.988979578
776	0.502185613
777	0.911949242
778	0.662468709
779	0.999645935
780	0.902163069
781	0.770001117
782	0.655789444
783	0.975154654
784	0.987864335
785	0.995947793
786	0.932093581
787	0.89681803
788	0.638719371
789	0.805951326
790	0.687502376
791	0.548439792
792	0.693471092
793	0.878374345
794	0.956682713
795	0.927633205
796	0.929826251
797	0.994284857
798	0.977908596
799	0.965386444
800	0.565047768
801	0.987207046
802	0.983007912
803	0.993614777
804	0.731770602
805	0.867199188
806	0.973020344
807	0.893002243
808	0.732861808
809	0.98953296
810	0.865531589
811	0.955873315
812	0.962132098
813	0.821995534
814	0.974716687
815	0.992646817
816	0.892278835
817	0.991880665
818	0.981218057
819	0.746568142
820	0.755801997
821	0.962571368
822	0.947705262
823	0.681018526
824	0.754353571
825	0.681839467
826	0.98769602
827	0.994228697
828	0.513928655
829	0.990716558
830	0.948324743
831	0.978862503
832	0.924789068
833	0.742691963
834	0.997967746
835	0.858645403
836	0.750729117
837	0.95624165
838	0.993047904
839	0.614964088
840	0.723967414
841	0.822748842
842	0.826893055
843	0.972435546
844	0.794378386
845	0.73782828
846	0.651462891
847	0.941656332
848	0.771809363
849	0.922651091
850	0.969817956
851	0.857526673
852	0.771525549
853	0.766931888
854	0.963286092
855	0.915254631
856	0.597159748
857	0.986217869
858	0.665994587
859	0.993813196
860	0.999033446
861	0.571599337
862	0.998124515
863	0.99986485
864	0.702853614
865	0.844864031
866	0.808531307
867	0.772644138
868	0.621603291
869	0.767137916
870	0.908975075
871	0.986909746
872	0.996475459
873	0.939683062
874	0.890440739
875	0.733895725
876	0.81953417
877	0.976009346
878	0.999647024
879	0.560542972
880	0.986951389
881	0.956768695
882	0.915263047
883	0.992777398
884	0.542874599
885	0.774037178
886	0.820271007
887	0.902666063
888	0.927126747
889	0.860929892
890	0.681503393
891	0.885371295
892	0.73853556
893	0.963259626
894	0.993374774
895	0.693778948
896	0.517100946
897	0.667948845
898	0.644234445
899	0.585811189
900	0.806131716
901	0.906693947
902	0.799741696
903	0.97685861
904	0.650261334
905	0.938682052
906	0.818933623
907	0.985699092
908	0.899974017
909	0.907302691
910	0.597296348
911	0.523069672
912	0.961499172
913	0.999907591
914	0.859574693
915	0.71421887
916	0.87703167
917	0.962146409
918	0.913551195
919	0.982728102
920	0.541607337
921	0.913236745
922	0.783823713
923	0.590152391
924	0.987987781
925	0.750966117
926	0.943284831
927	0.864739741
928	0.651991549
929	0.863413897
930	0.941564041
931	0.867191841
932	0.700628312
933	0.985369234
934	0.984813891
935	0.969751682
936	0.813372327
937	0.793950216
938	0.902272676
939	0.960755654
940	0.829018017
941	0.743542986
942	0.986623739
943	0.719846304
944	0.845132419
945	0.9426158
946	0.502552328
947	0.989495346
948	0.868103898
949	0.998725618
950	0.521367056
951	0.902237696
952	0.509269313
953	0.73816572
954	0.926907141
955	0.991643006
956	0.606583911
957	0.834121923
958	0.867727859
959	0.978120711
960	0.790430971
961	0.999969686
962	0.875068503
963	0.965434362
964	0.917616447
965	0.6964024
966	0.945289292
967	0.974982007
968	0.907588302
969	0.856791736
970	0.996694414
971	0.953389513
972	0.862253168
973	0.855143637
974	0.510402354
975	0.947087065
976	0.509223985
977	0.665125672
978	0.94315544
979	0.576320807
980	0.999349805
981	0.924067286
982	0.920454185
983	0.509450563
984	0.974797332
985	0.809221309
986	0.914194854
987	0.827599686
988	0.630777111
989	0.859166169
990	0.663739276
991	0.953389869
992	0.954473775
993	0.962265079
994	0.992900318
995	0.510471639
996	0.849180446
997	0.956231931
998	0.699021221
999	0.993732088
1000	0.888123622
1001	0.969446744
1002	0.934218359
1003	0.991439081
1004	0.913560211
1005	0.991767675
1006	0.977695184
1007	0.99862858
1008	0.969964619
1009	0.985399965
1010	0.911571567
1011	0.70411021
1012	0.93838235
1013	0.998812897
1014	0.989029031
1015	0.760918889
1016	0.894564062
1017	0.981110806
1018	0.992047096
1019	0.557510463
1020	0.737627649
1021	0.576962721
1022	0.997181906
1023	0.816745151
1024	0.981535876
1025	0.699581449
1026	0.753588419
1027	0.996078266
1028	0.650199265
1029	0.995828913
1030	0.865262394
1031	0.757179037
1032	0.556222075
1033	0.997685483
1034	0.974105546
1035	0.715608927
1036	0.820910379
1037	0.966657921
1038	0.888174088
1039	0.835834939
1040	0.98159654
1041	0.938074145
1042	0.643515956
1043	0.979528962
1044	0.549024531
1045	0.604177317
1046	0.884020945
1047	0.964471819
1048	0.605090859
1049	0.93778149
1050	0.998888472
1051	0.938628255
1052	0.998491519
1053	0.688740986
1054	0.729696898
1055	0.558431524
1056	0.589608344
1057	0.679091181
1058	0.999535217
1059	0.999328538
1060	0.884986295
1061	0.877054974
1062	0.703783866
1063	0.739977333
1064	0.904204251
1065	0.809549574
1066	0.977928135
1067	0.999140269
1068	0.766044742
1069	0.984177206
1070	0.711218112
1071	0.514971836
1072	0.967643077
1073	0.792928056
1074	0.617259495
1075	0.822243427
1076	0.984926377
1077	0.947283653
1078	0.988768202
1079	0.666054261
1080	0.746369151
1081	0.981629334
1082	0.999656654
1083	0.965642444
1084	0.527301023
1085	0.779924754
1086	0.934786683
1087	0.996860871
1088	0.993311117
1089	0.703187641
1090	0.585727644
1091	0.964861732
1092	0.920648555
1093	0.550733131
1094	0.609029635
1095	0.61683028
1096	0.995192784
1097	0.518498757
1098	0.712995936
1099	0.929409073
1100	0.637121491
1101	0.998681684
1102	0.997887991
1103	0.993540904
1104	0.886791617
1105	0.571472992
1106	0.824409984
1107	0.672149403
1108	0.841934584
1109	0.918017516
1110	0.600248718
1111	0.981957824
1112	0.988719052
1113	0.786217343
1114	0.921902536
1115	0.52051864
1116	0.556525768
1117	0.942548813
1118	0.921672402
1119	0.972621112
1120	0.502762259
1121	0.584494635
1122	0.767916897
1123	0.747561042
1124	0.934932983
1125	0.748178218
1126	0.914650901
1127	0.911355851
1128	0.999483708
1129	0.988570913
1130	0.995832814
1131	0.899417067
1132	0.569547763
1133	0.565808584
1134	0.831967687
1135	0.937871091
1136	0.993052643
1137	0.989698409
1138	0.995521971
1139	0.762247224
1140	0.680455623
1141	0.999240137
1142	0.994239833
1143	0.637383272
1144	0.589810468
1145	0.645182737
1146	0.535128141
1147	0.961148334
1148	0.844925456
1149	0.950796641
1150	0.998934536
1151	0.939374917
1152	0.916334366
1153	0.887753551
1154	0.911260969
1155	0.994070927
1156	0.934868995
1157	0.615840928
1158	0.701726028
1159	0.999856158
1160	0.668810276
1161	0.999670168
1162	0.948427637
1163	0.925223238
1164	0.731771123
1165	0.983821726
1166	0.933122277
1167	0.868026205
1168	0.970546778
1169	0.998934328
1170	0.595407295
1171	0.698653657
1172	0.624961385
1173	0.693083217
1174	0.639621399
1175	0.978835579
1176	0.763756549
1177	0.948538289
1178	0.902868236
1179	0.534657779
1180	0.592374593
1181	0.646542025
1182	0.993480005
1183	0.73008789
1184	0.900829928
1185	0.688671975
1186	0.990072693
1187	0.954316928
1188	0.802816908
1189	0.938719487
1190	0.997419212
1191	0.959402226
1192	0.774633396
1193	0.992511528
1194	0.958044647
1195	0.639861722
1196	0.512390584
1197	0.878806023
1198	0.767304421
1199	0.610835889
1200	0.743475277
1201	0.806868313
1202	0.762478973
1203	0.981904342
1204	0.975520163
1205	0.739558998
1206	0.98232831
1207	0.882554497
1208	0.788608151
1209	0.761306377
1210	0.99240679
1211	0.947010459
1212	0.996436346
1213	0.904207993
1214	0.663747788
1215	0.698497953
1216	0.99787398
1217	0.974005295
1218	0.988014987
1219	0.949244794
1220	0.598932953
1221	0.985535914
1222	0.990317673
1223	0.831894899
1224	0.995896437
1225	0.950864681
1226	0.775381839
1227	0.986282237
1228	0.887405
1229	0.715755269
1230	0.986759484
1231	0.97523626
1232	0.951577713
1233	0.57112929
1234	0.993055823
1235	0.986755926
1236	0.602331788
1237	0.776927796
1238	0.785462892
1239	0.948175192
1240	0.800220382
1241	0.961336441
1242	0.947346107
1243	0.99881622
1244	0.663893464
1245	0.993948022
1246	0.952693087
1247	0.995554244
1248	0.995477665
1249	0.537564838
1250	0.840019386
1251	0.980917454
1252	0.777405512
1253	0.56356514
1254	0.907690361
1255	0.719472127
1256	0.992263567
1257	0.524396519
1258	0.590956588
1259	0.856556086
1260	0.966792183
1261	0.938146642
1262	0.968251794
1263	0.656228361
1264	0.640497542
1265	0.836442625
1266	0.557566088
1267	0.950926229
1268	0.926441134
1269	0.869873717
1270	0.995453829
1271	0.833404933
1272	0.821567567
1273	0.950050169
1274	0.928465324
1275	0.506068069
1276	0.719074437
1277	0.711055953
1278	0.94098562
1279	0.937257851
1280	0.879479753
1281	0.797762116
1282	0.827808612
1283	0.932886689
1284	0.841386738
1285	0.997493209
1286	0.981412757
1287	0.80019802
1288	0.831482525
1289	0.748469362
1290	0.867014958
1291	0.997190062
1292	0.948140855
1293	0.924612375
1294	0.995760012
1295	0.844163356
1296	0.674105361
1297	0.9101447
1298	0.996221809
1299	0.56136348
1300	0.843745565
1301	0.821692667
1302	0.806911882
1303	0.859737136
1304	0.53798386
1305	0.985315364
1306	0.680622013
1307	0.993612917
1308	0.770759796
1309	0.992669678
1310	0.694302919
1311	0.614228491
1312	0.928446481
1313	0.936349783
1314	0.983387288
1315	0.940018038
1316	0.983631537
1317	0.992164685
1318	0.963964037
1319	0.956509115
1320	0.701900695
1321	0.9010844
1322	0.745639192
1323	0.849124929
1324	0.999078665
1325	0.70315177
1326	0.867601903
1327	0.939837323
1328	0.996040105
1329	0.510238716
1330	0.758849183
1331	0.911185111
1332	0.899011173
1333	0.960204229
1334	0.976976991
1335	0.902779335
1336	0.677904431
1337	0.933480092
1338	0.999285002
1339	0.991833895
1340	0.998550705
1341	0.999997403
1342	0.887093197
1343	0.575974499
1344	0.995803299
1345	0.758409575
1346	0.971055039
1347	0.708425259
1348	0.997244227
1349	0.957876278
1350	0.520472766
1351	0.989395619
1352	0.898015308
1353	0.728764181
1354	0.690015279
1355	0.858274351
1356	0.824286517
1357	0.827047966
1358	0.697128629
1359	0.966955845
1360	0.970376384
1361	0.941635768
1362	0.981382477
1363	0.821910656
1364	0.99994716
1365	0.998496636
1366	0.98065331
1367	0.941680271
1368	0.996282479
1369	0.988223259
1370	0.970345546
1371	0.994226411
1372	0.817441381
1373	0.769234016
1374	0.531485502
1375	0.708683568
1376	0.837455566
1377	0.778611228
1378	0.653268249
1379	0.999030696
1380	0.989385648
1381	0.921286113
1382	0.996597511
1383	0.849593985
1384	0.577014739
1385	0.534494412
1386	0.999236041
1387	0.589458724
1388	0.605927161
1389	0.647880885
1390	0.795525895
1391	0.670162091
1392	0.600215979
1393	0.765462609
1394	0.525223375
1395	0.983540592
1396	0.812946793
1397	0.79704847
1398	0.873993135
1399	0.977891967
1400	0.725122706
1401	0.597957789
1402	0.780467166
1403	0.613629102
1404	0.877119071
1405	0.979782324
1406	0.994852463
1407	0.910179942
1408	0.823731545
1409	0.656201776
1410	0.798824095
1411	0.846401353
1412	0.930241661
1413	0.903704991
1414	0.974371634
1415	0.997773215
1416	0.687596617
1417	0.950437216
1418	0.656025488
1419	0.995085749
1420	0.951993397
1421	0.978107427
1422	0.999113335
1423	0.979747004
1424	0.987614502
1425	0.811883908
1426	0.894937931
1427	0.999995557
1428	0.918101097
1429	0.977024443
1430	0.988089465
1431	0.992503114
1432	0.647947222
1433	0.819064391
1434	0.702717632
1435	0.989288587
1436	0.952845364
1437	0.795250015
1438	0.750539186
1439	0.988844609
1440	0.997219325
1441	0.821202772
1442	0.849406856
1443	0.967758643
1444	0.998459957
1445	0.988285383
1446	0.677158722
1447	0.910830217
1448	0.993199331
1449	0.613851471
1450	0.599140095
1451	0.668211132
1452	0.589516742
1453	0.995506689
1454	0.918161833
1455	0.670824409
1456	0.954080186
1457	0.862122549
1458	0.870654854
1459	0.908996938
1460	0.996055282
1461	0.846679415
1462	0.976239015
1463	0.595970754
1464	0.973077491
1465	0.637864489
1466	0.94113041
1467	0.952945251
1468	0.797382346
1469	0.568982323
1470	0.873502994
1471	0.953440184
1472	0.770142327
1473	0.963907483
1474	0.540641855
1475	0.81227897
1476	0.887805376
1477	0.733890076
1478	0.674426708
1479	0.689434114
1480	0.994644177
1481	0.854550575
1482	0.938578334
1483	0.762982264
1484	0.825403184
1485	0.752882921
1486	0.954860495
1487	0.80835775
1488	0.839561389
1489	0.986819769
1490	0.543732161
1491	0.594753183
1492	0.730283344
1493	0.994291683
1494	0.887931822
1495	0.984002608
1496	0.794762933
1497	0.985485708
1498	0.915933182
1499	0.979291943
1500	0.994904331
1501	0.991945691
1502	0.932286677
1503	0.634232084
1504	0.999035059
1505	0.792945354
1506	0.86193989
1507	0.729895533
1508	0.97112101
1509	0.837492037
1510	0.926650834
1511	0.999913699
1512	0.911127181
1513	0.994807912
1514	0.991515805
1515	0.865270827
1516	0.844428546
1517	0.665306001
1518	0.978834681
1519	0.562868914
1520	0.659455996
1521	0.993633614
1522	0.555165306
1523	0.98408678
1524	0.960734156
1525	0.945279051
1526	0.872680355
1527	0.879672619
1528	0.614630015
1529	0.985494763
1530	0.997743549
1531	0.616388563
1532	0.781600347
1533	0.952892606
1534	0.939494992
1535	0.517074132
1536	0.910209051
1537	0.76317481
1538	0.680072232
1539	0.978906163
1540	0.740329825
1541	0.993798722
1542	0.629006576
1543	0.885878825
1544	0.967618687
1545	0.999762689
1546	0.992795884
1547	0.545553584
1548	0.766371137
1549	0.9696175
1550	0.98541286
1551	0.977352093
1552	0.817248291
1553	0.715800461
1554	0.72767164
1555	0.59633927
1556	0.950930576
1557	0.714394028
1558	0.752690111
1559	0.983044037
1560	0.919954207
1561	0.604260018
1562	0.847710066
1563	0.756863562
1564	0.976273165
1565	0.720420942
1566	0.969023923
1567	0.864295097
1568	0.684390067
1569	0.70761325
1570	0.840969204
1571	0.999821645
1572	0.971074041
1573	0.978148475
1574	0.956671443
1575	0.898177953
1576	0.977109002
1577	0.971100923
1578	0.736956158
1579	0.893393844
1580	0.993745379
1581	0.999012727
1582	0.685914435
1583	0.594778208
1584	0.665087095
1585	0.664712318
1586	0.999550455
1587	0.896790484
1588	0.915835513
1589	0.981101499
1590	0.88991406
1591	0.992577923
1592	0.598590012
1593	0.994069937
1594	0.895130313
1595	0.918121903
1596	0.553494652
1597	0.935728838
1598	0.871800928
1599	0.885557012
1600	0.858147617
1601	0.929923855
1602	0.564290783
1603	0.975919148
1604	0.999538435
1605	0.631330579
1606	0.679241458
1607	0.981141893
1608	0.646718828
1609	0.923040685
1610	0.581110316
1611	0.980062241
1612	0.886598801
1613	0.805702671
1614	0.799735106
1615	0.995689825
1616	0.946823021
1617	0.948300552
1618	0.997348703
1619	0.995187348
1620	0.873593215
1621	0.993915255
1622	0.996893595
1623	0.999562566
1624	0.927099995
1625	0.990634884
1626	0.937480693
1627	0.666079117
1628	0.686556833
1629	0.658538024
1630	0.73085477
1631	0.885492123
1632	0.706327119
1633	0.800869514
1634	0.92393867
1635	0.965650789
1636	0.99972005
1637	0.65353793
1638	0.997399588
1639	0.995114384
1640	0.536775087
1641	0.581429363
1642	0.996692325
1643	0.833856779
1644	0.999815069
1645	0.969888401
1646	0.98090889
1647	0.581577334
1648	0.986817879
1649	0.997288022
1650	0.982789081
1651	0.658896931
1652	0.852573404
1653	0.794732837
1654	0.642522762
1655	0.938837002
1656	0.994915361
1657	0.982349504
1658	0.990625928
1659	0.960217095
1660	0.51050931
1661	0.962615311
1662	0.987561714
1663	0.963986277
1664	0.832927676
1665	0.99992103
1666	0.874687326
1667	0.99175747
1668	0.988125069
1669	0.824672326
1670	0.799841956
1671	0.973133444
1672	0.808053919
1673	0.984206859
1674	0.96194176
1675	0.811995078
1676	0.964758246
1677	0.992524453
1678	0.568136056
1679	0.857662901
1680	0.881971182
1681	0.666341373
1682	0.825598124
1683	0.560859558
1684	0.946457253
1685	0.907511061
1686	0.896664996
1687	0.84613564
1688	0.600962198
1689	0.924381716
1690	0.797207893
1691	0.996125105
1692	0.98156511
1693	0.781060278
1694	0.829222201
1695	0.758531316
1696	0.671737251
1697	0.635113141
1698	0.970332706
1699	0.960783475
1700	0.720222872
1701	0.999238765
1702	0.58378335
1703	0.574875922
1704	0.990338019
1705	0.672504999
1706	0.995631836
1707	0.999109465
1708	0.938807786
1709	0.899514114
1710	0.976786867
1711	0.997633848
1712	0.662499826
1713	0.993912482
1714	0.984438658
1715	0.787833639
1716	0.654538943
1717	0.948942847
1718	0.537717329
1719	0.956462105
1720	0.853630589
1721	0.816941379
1722	0.53204956
1723	0.979744525
1724	0.947095847
1725	0.944295144
1726	0.813536239
1727	0.976525251
1728	0.787082719
1729	0.97270451
1730	0.924717323
1731	0.942889165
1732	0.549543158
1733	0.610129274
1734	0.977152067
1735	0.923060195
1736	0.847335422
1737	0.982127139
1738	0.999193698
1739	0.907485804
1740	0.911565633
1741	0.93339975
1742	0.941324589
1743	0.989556269
1744	0.636583761
1745	0.764407432
1746	0.986339661
1747	0.609269534
1748	0.985865866
1749	0.986947287
1750	0.919420044
1751	0.996070248
1752	0.911439469
1753	0.925138783
1754	0.921694958
1755	0.99949578
1756	0.893385526
1757	0.541044643
1758	0.999966234
1759	0.694013947
1760	0.94622199
1761	0.991807503
1762	0.993809486
1763	0.509258857
1764	0.845836565
1765	0.996031928
1766	0.812239472
1767	0.998980502
1768	0.806056729
1769	0.998535168
1770	0.929367484
1771	0.765698693
1772	0.708883981
1773	0.998134708
1774	0.987535837
1775	0.893213785
1776	0.999800597
1777	0.684398727
1778	0.986537192
1779	0.896682452
1780	0.951209075
1781	0.675915836
1782	0.947843866
1783	0.711166796
1784	0.556908262
1785	0.92897761
1786	0.94301107
1787	0.766017262
1788	0.514631022
1789	0.969706932
1790	0.697045749
1791	0.961628453
1792	0.639620405
1793	0.989870081
1794	0.963256581
1795	0.840714034
1796	0.804673916
1797	0.938281994
1798	0.731157549
1799	0.890072136
1800	0.997691401
1801	0.997983363
1802	0.85938314
1803	0.566031766
1804	0.834741015
1805	0.987386813
1806	0.910808052
1807	0.504451313
1808	0.965978059
1809	0.671743876
1810	0.759603474
1811	0.6487052
1812	0.922014868
1813	0.947667081
1814	0.876591958
1815	0.857254387
1816	0.967069898
1817	0.95395392
1818	0.67917983
1819	0.968595651
1820	0.98659689
1821	0.678718157
1822	0.53516065
1823	0.927683194
1824	0.672122601
1825	0.706809143
1826	0.979984734
1827	0.964391449
1828	0.962310686
1829	0.999321745
1830	0.993522024
1831	0.966774194
1832	0.951584705
1833	0.999924113
1834	0.82264858
1835	0.94306647
1836	0.984919541
1837	0.853513013
1838	0.6687018
1839	0.984777489
1840	0.897405255
1841	0.781153993
1842	0.998583346
1843	0.741012038
1844	0.949113
1845	0.997259305
1846	0.999035007
1847	0.966233439
1848	0.999566519
1849	0.98873799
1850	0.817583988
1851	0.962576616
1852	0.967413582
1853	0.672912447
1854	0.818042506
1855	0.826114142
1856	0.986374712
1857	0.823021855
1858	0.985469417
1859	0.633253812
1860	0.749770251
1861	0.99644876
1862	0.932469811
1863	0.934822096
1864	0.896975554
1865	0.626149653
1866	0.504955446
1867	0.997279832
1868	0.829903596
1869	0.984528415
1870	0.559428653
1871	0.99858867
1872	0.62140697
1873	0.848501826
1874	0.973588974
1875	0.946906727
1876	0.678600187
1877	0.981092371
1878	0.503861514
1879	0.989818667
1880	0.810896791
1881	0.550780808
1882	0.879370871
1883	0.632437394
1884	0.518672188
1885	0.672061497
1886	0.993949013
1887	0.771648879
